version,buildingId,x,y,floor,timestamp,accuracy,longitude,latitude,altitude,heading,speed,meanCn0,maxCn0,satellites,uploaddAt
Line_1_top_right,e384f534f12c984588d8868e,1326,30,0,1718622066000,1.5,34.81849833333333,32.11331833333334,37.4,244.4499969482422,0,32,52,34,2024-06-17T11:04:10.597Z
Line_1_top_right,e384f534f12c984588d8868e,1326,30,0,1718622066000,1.5,34.81849833333333,32.11331833333334,37.4,244.4499969482422,0,32,52,34,2024-06-17T11:04:10.597Z
Line_1_top_right,e384f534f12c984588d8868e,1226,30,0,1718622096000,1.5,34.818445,32.113335,36.7,298.510009765625,0,32,49,29,2024-06-17T11:04:10.597Z
Line_1_top_right,e384f534f12c984588d8868e,1106,30,0,1718622119000,1.600000023841858,34.818369999999994,32.113375,41.2,344.7200012207031,0,33,46,33,2024-06-17T11:04:10.597Z
Line_1_top_right,e384f534f12c984588d8868e,1011,35,0,1718622187000,1.600000023841858,34.818326666666664,32.113418333333335,43.099999999999994,139.36000061035156,0,32,47,33,2024-06-17T11:04:10.597Z
Line_1_top_right,e384f534f12c984588d8868e,881,35,0,1718622211000,1.7000000476837158,34.818236666666664,32.11340833333334,40.099999999999994,334.8800048828125,0,31,47,32,2024-06-17T11:04:10.597Z
Line_1_top_right,e384f534f12c984588d8868e,751,35,0,1718622235000,1.5,34.81816666666667,32.113393333333335,43.9,205.97999572753906,0,33,51,32,2024-06-17T11:04:10.597Z
Line_1_top_middle,e384f534f12c984588d8868e,676,35,0,1718622310000,1.5,34.81810666666667,32.11343166666666,49.599999999999994,54.689998626708984,0,31,48,30,2024-06-17T11:06:58.931Z
Line_1_top_middle,e384f534f12c984588d8868e,656,5,0,1718622335000,1.600000023841858,34.81812166666667,32.11349499999999,41.5,10.960000038146973,0,34,52,30,2024-06-17T11:06:58.931Z
Line_1_top_middle,e384f534f12c984588d8868e,626,35,0,1718622378000,1.5,34.81812166666667,32.113416666666666,48.099999999999994,10.039999961853027,0,32,48,33,2024-06-17T11:06:58.931Z
Line_1_top_middle,e384f534f12c984588d8868e,576,35,0,1718622403000,1.5,34.81810666666667,32.113445,42.5,158.89999389648438,0,33,47,32,2024-06-17T11:06:58.931Z
Line_1_top_left,e384f534f12c984588d8868e,511,35,0,1718622456000,1.5,34.818045,32.11342,43.8,350.5199890136719,0,32,45,32,2024-06-17T11:12:27.549Z
Line_1_top_left,e384f534f12c984588d8868e,426,35,0,1718622487000,1.5,34.81800666666666,32.11343,45.099999999999994,256.1499938964844,0,33,46,32,2024-06-17T11:12:27.549Z
Line_1_top_left,e384f534f12c984588d8868e,426,90,0,1718622510000,1.600000023841858,34.817978333333336,32.1134,44.3,301.510009765625,0,31,48,30,2024-06-17T11:12:27.549Z
Line_1_top_left,e384f534f12c984588d8868e,346,35,0,1718622555000,1.399999976158142,34.81793166666667,32.113438333333335,42.7,219.1999969482422,0,35,49,34,2024-06-17T11:12:27.549Z
Line_1_top_left,e384f534f12c984588d8868e,261,35,0,1718622578000,1.600000023841858,34.81792166666666,32.11342833333333,45.5,258.9599914550781,0,31,46,31,2024-06-17T11:12:27.549Z
Line_1_top_left,e384f534f12c984588d8868e,176,35,0,1718622612000,1.5,34.817861666666666,32.11342166666667,43.099999999999994,309.6600036621094,0,31,45,32,2024-06-17T11:12:27.549Z
