version,buildingId,x,y,floor,mx,my,mz,my_bias,mx_bias,mz_uncalib,mz_bias,my_uncalib,mx_uncalib,uploaddAt
Line_5_stairs_down_2,e384f534f12c984588d8868e,506,370,-1,5.534000396728516,19.647001266479492,-27.450000762939453,52.12000274658203,80.0580062866211,-35.77300262451172,-8.322999954223633,71.76700592041016,85.59200286865234,2024-06-17T13:45:55.045Z
Line_5_stairs_down_2,e384f534f12c984588d8868e,546,370,-1,-1.659000039100647,19.378000259399414,-28.667001724243164,52.12000274658203,80.0570068359375,-36.9900016784668,-8.322999954223633,71.49800109863281,78.39800262451172,2024-06-17T13:45:55.045Z
Line_5_stairs_down_2,e384f534f12c984588d8868e,596,370,-1,-2.0370001792907715,20.63800048828125,-25.658000946044922,52.12000274658203,80.0570068359375,-33.98200225830078,-8.324000358581543,72.75800323486328,78.02000427246094,2024-06-17T13:45:55.045Z
Line_5_stairs_down_2,e384f534f12c984588d8868e,626,370,-1,-5.038000106811523,18.380001068115234,-30.934001922607422,52.12000274658203,80.0570068359375,-39.25800323486328,-8.324000358581543,70.5,75.01900482177734,2024-06-17T13:45:55.045Z
Line_5_stairs_down_2,e384f534f12c984588d8868e,701,370,-1,1.0870000123977661,15.085000991821289,-31.21900177001953,52.12000274658203,80.0580062866211,-39.5420036315918,-8.322999954223633,67.20500183105469,81.14500427246094,2024-06-17T13:45:55.045Z
Line_5_stairs_down_3,e384f534f12c984588d8868e,706,310,-1,-13.373001098632812,17.45800018310547,-29.397001266479492,52.12000274658203,80.0560073852539,-37.72100067138672,-8.324000358581543,69.5780029296875,66.6830062866211,2024-06-17T13:49:00.627Z
Line_5_stairs_down_3,e384f534f12c984588d8868e,626,290,-1,-4.48900032043457,15.213000297546387,-31.681001663208008,52.12000274658203,80.0570068359375,-44.198001861572266,-8.324000358581543,68.60700225830078,78.427001953125,2024-06-17T13:49:00.627Z
Line_5_stairs_down_3,e384f534f12c984588d8868e,566,290,-1,2.689000129699707,17.62200164794922,-24.428001403808594,52.11900329589844,80.0580062866211,-32.75200271606445,-8.324000358581543,69.74100494384766,82.74700164794922,2024-06-17T13:49:00.627Z
Line_5_stairs_down_3,e384f534f12c984588d8868e,566,340,-1,-4.209000110626221,17.825000762939453,-31.34600067138672,52.12000274658203,80.0560073852539,-39.67000198364258,-8.324000358581543,69.94499969482422,75.84700012207031,2024-06-17T13:49:00.627Z
Line_5_stairs_down_3,e384f534f12c984588d8868e,626,340,-1,-5.330000400543213,11.034000396728516,-35.888999938964844,52.12000274658203,80.0570068359375,-43.52300262451172,-8.324000358581543,62.09100341796875,72.5040054321289,2024-06-17T13:49:00.627Z
Line_5_stairs_down_4,e384f534f12c984588d8868e,626,365,-1,-8.645000457763672,15.152000427246094,-32.78600311279297,52.12000274658203,80.0570068359375,-41.11000061035156,-8.324000358581543,67.27200317382812,71.41200256347656,2024-06-17T13:51:31.329Z
Line_5_stairs_down_4,e384f534f12c984588d8868e,681,420,-1,-2.443000078201294,21.23400115966797,-34.099002838134766,52.12000274658203,80.0570068359375,-42.422000885009766,-8.322999954223633,73.35400390625,77.61400604248047,2024-06-17T13:51:31.329Z
Line_5_stairs_down_4,e384f534f12c984588d8868e,681,470,-1,0.43700000643730164,15.083001136779785,-29.90900230407715,52.12000274658203,80.0570068359375,-36.56300354003906,-8.322999954223633,69.19400024414062,80.50700378417969,2024-06-17T13:51:31.329Z
Line_5_stairs_down_4,e384f534f12c984588d8868e,576,470,-1,-3.496000051498413,14.681000709533691,-21.82000160217285,52.12000274658203,80.0570068359375,-30.143001556396484,-8.322999954223633,66.8010025024414,76.56100463867188,2024-06-17T13:51:31.329Z
Line_5_stairs_down_4,e384f534f12c984588d8868e,576,420,-1,2.448000192642212,19.088001251220703,-21.209001541137695,52.12000274658203,80.0570068359375,-29.532001495361328,-8.322999954223633,71.20800018310547,82.5050048828125,2024-06-17T13:51:31.329Z
Line_5_stairs_down_5,e384f534f12c984588d8868e,627,424,-1,1.8630000352859497,11.642000198364258,-29.87700080871582,52.12000274658203,80.0570068359375,-38.20000076293945,-8.322999954223633,63.76200485229492,81.92000579833984,2024-06-17T13:57:42.494Z
Line_5_stairs_down_5,e384f534f12c984588d8868e,627,479,-1,3.2890002727508545,12.29800033569336,-28.805002212524414,52.12000274658203,80.0580062866211,-39.19700241088867,-8.324000358581543,64.16400146484375,82.72900390625,2024-06-17T13:57:42.494Z
Line_5_stairs_down_5,e384f534f12c984588d8868e,627,514,-1,2.007000207901001,15.231000900268555,-23.461000442504883,52.12000274658203,80.0570068359375,-31.785001754760742,-8.324000358581543,67.35100555419922,82.06400299072266,2024-06-17T13:57:42.494Z
Line_5_stairs_down_6,e384f534f12c984588d8868e,243,555,-1,-3.007000207901001,14.35300064086914,-31.095001220703125,52.12000274658203,80.0570068359375,-39.41800308227539,-8.322999954223633,66.4729995727539,77.05000305175781,2024-06-17T14:04:42.896Z
Line_5_stairs_down_6,e384f534f12c984588d8868e,243,555,-1,-7.431000232696533,16.178001403808594,-33.47800064086914,52.12000274658203,80.0570068359375,-41.802001953125,-8.324000358581543,68.29800415039062,72.62600708007812,2024-06-17T14:04:42.896Z
Line_5_stairs_down_6,e384f534f12c984588d8868e,243,555,-1,-7.363000392913818,14.758000373840332,-33.85900115966797,52.12000274658203,80.0560073852539,-43.25600051879883,-8.324000358581543,66.54400634765625,74.4280014038086,2024-06-17T14:04:42.896Z
Line_5_stairs_down_6,e384f534f12c984588d8868e,243,590,-1,-4.639000415802002,17.213001251220703,-33.29100036621094,52.12000274658203,80.0560073852539,-41.6150016784668,-8.324000358581543,69.33300018310547,75.41699981689453,2024-06-17T14:04:42.896Z
Line_5_stairs_down_6,e384f534f12c984588d8868e,243,605,-1,-5.091000080108643,11.668000221252441,-39.08300018310547,52.12000274658203,80.0570068359375,-47.40700149536133,-8.324000358581543,63.788002014160156,74.96600341796875,2024-06-17T14:04:42.896Z
Line_5_stairs_down_6,e384f534f12c984588d8868e,293,605,-1,0.609000027179718,6.437000274658203,-32.1879997253418,52.12000274658203,80.0570068359375,-40.512001037597656,-8.324000358581543,58.557003021240234,80.66600036621094,2024-06-17T14:04:42.896Z
Line_5_stairs_down_7,e384f534f12c984588d8868e,243,645,-1,-8.343000411987305,11.220000267028809,-37,52.12000274658203,80.0560073852539,-44.380001068115234,-8.322999954223633,64.46600341796875,73.07500457763672,2024-06-17T14:06:58.637Z
Line_5_stairs_down_7,e384f534f12c984588d8868e,293,670,-1,4.011000156402588,15.75200080871582,-20.196001052856445,52.12000274658203,80.0580062866211,-28.520000457763672,-8.324000358581543,67.87200164794922,84.06900024414062,2024-06-17T14:06:58.637Z
Line_5_stairs_down_7,e384f534f12c984588d8868e,328,675,-1,10.366000175476074,14.383000373840332,-40.01000213623047,52.12000274658203,80.0570068359375,-48.33400344848633,-8.324000358581543,66.50300598144531,90.42300415039062,2024-06-17T14:06:58.637Z
Line_5_stairs_down_7,e384f534f12c984588d8868e,358,675,-1,6.750000476837158,26.090002059936523,-35.78900146484375,52.11900329589844,80.0570068359375,-44.96600341796875,-8.324000358581543,77.73900604248047,87.5260009765625,2024-06-17T14:06:58.637Z
Line_5_stairs_down_7,e384f534f12c984588d8868e,358,675,-1,9.835000038146973,19.303001403808594,-42.72200012207031,52.12000274658203,80.0580062866211,-51.04500198364258,-8.322999954223633,71.42300415039062,89.89300537109375,2024-06-17T14:06:58.637Z
Line_5_stairs_down_8,e384f534f12c984588d8868e,373,675,-1,13.119000434875488,17.637001037597656,-42.862003326416016,52.12000274658203,80.0580062866211,-51.18600082397461,-8.324000358581543,69.75700378417969,93.177001953125,2024-06-17T14:09:24.702Z
Line_5_stairs_down_8,e384f534f12c984588d8868e,358,605,-1,8.76400089263916,5.61400032043457,-12.344000816345215,52.12000274658203,80.0580062866211,-20.847000122070312,-8.324000358581543,56.8640022277832,90.17900085449219,2024-06-17T14:09:24.702Z
Line_5_stairs_down_8,e384f534f12c984588d8868e,328,605,-1,1.7020000219345093,13.851000785827637,-33.57200241088867,52.11900329589844,80.0570068359375,-41.89500045776367,-8.322999954223633,65.97000122070312,81.75900268554688,2024-06-17T14:09:24.702Z
Line_5_stairs_down_8,e384f534f12c984588d8868e,293,640,-1,7.63200044631958,11.222000122070312,-36.50600051879883,52.12000274658203,80.0580062866211,-44.83000183105469,-8.324000358581543,63.342002868652344,87.69000244140625,2024-06-17T14:09:24.702Z
Line_5_stairs_down_8,e384f534f12c984588d8868e,328,645,-1,6.76800012588501,14.671000480651855,-29.32400131225586,52.12000274658203,80.0580062866211,-39.095001220703125,-8.324000358581543,67.44900512695312,86.64900207519531,2024-06-17T14:09:24.702Z
Line_5_stairs_down_9,e384f534f12c984588d8868e,468,670,-1,-0.7690000534057617,10.128000259399414,-38.02300262451172,52.11900329589844,80.0560073852539,-46.34600067138672,-8.322999954223633,62.24700164794922,79.28700256347656,2024-06-17T14:12:04.257Z
Line_5_stairs_down_9,e384f534f12c984588d8868e,628,670,-1,2.1600000858306885,11.097000122070312,-28.652000427246094,52.12000274658203,80.0570068359375,-36.97500228881836,-8.322999954223633,63.217002868652344,82.21700286865234,2024-06-17T14:12:04.257Z
Line_5_stairs_down_9,e384f534f12c984588d8868e,748,670,-1,-2.8610000610351562,9.308000564575195,-30.67500114440918,52.11900329589844,80.0570068359375,-38.999000549316406,-8.324000358581543,61.427001953125,77.19600677490234,2024-06-17T14:12:04.257Z
Line_5_stairs_down_10,e384f534f12c984588d8868e,627,761,-1,6.933000564575195,22.44900131225586,-21.21700096130371,52.12000274658203,80.0570068359375,-29.54100227355957,-8.324000358581543,74.56900024414062,86.99000549316406,2024-06-17T14:19:43.761Z
Line_5_stairs_down_10,e384f534f12c984588d8868e,737,761,-1,9.722000122070312,13.02400016784668,-36.35200119018555,52.11900329589844,80.0580062866211,-45.09700393676758,-8.324000358581543,64.71400451660156,89.39300537109375,2024-06-17T14:19:43.761Z
Line_5_stairs_down_10,e384f534f12c984588d8868e,877,761,-1,-1.842000126838684,16.621000289916992,-43.09400177001953,52.12000274658203,80.0570068359375,-49.91800308227539,-8.324000358581543,69.54900360107422,78.65900421142578,2024-06-17T14:19:43.761Z
Line_5_stairs_down_11,e384f534f12c984588d8868e,467,761,-1,-6.834000110626221,13.564001083374023,-41.897003173828125,52.12000274658203,80.0570068359375,-50.22100067138672,-8.324000358581543,65.68400573730469,73.22300720214844,2024-06-17T14:21:07.484Z
Line_5_stairs_down_11,e384f534f12c984588d8868e,467,676,-1,5.865000247955322,11.97800064086914,-40.259002685546875,52.12000274658203,80.0570068359375,-46.48400115966797,-8.324000358581543,63.621002197265625,86.79900360107422,2024-06-17T14:21:07.484Z
Line_5_stairs_down_12,e384f534f12c984588d8868e,362,761,-1,7.725000381469727,13.988000869750977,-34.867000579833984,52.12000274658203,80.0580062866211,-43.191001892089844,-8.324000358581543,66.10800170898438,87.78300476074219,2024-06-17T14:24:29.281Z
Line_5_stairs_down_12,e384f534f12c984588d8868e,227,761,-1,3.3420002460479736,0.796000063419342,-33.702003479003906,52.12000274658203,80.0580062866211,-40.27800369262695,-8.324000358581543,52.9630012512207,83.8790054321289,2024-06-17T14:24:29.281Z
Line_5_stairs_down_12,e384f534f12c984588d8868e,227,941,-1,0.5960000157356262,26.72300148010254,-26.656002044677734,52.12000274658203,80.0570068359375,-35.005001068115234,-8.322999954223633,79.66300201416016,82.5260009765625,2024-06-17T14:24:29.281Z
Line_5_stairs_down_12,e384f534f12c984588d8868e,347,941,-1,-5.087000370025635,20.70600128173828,-35.39900207519531,52.12000274658203,80.0560073852539,-43.038002014160156,-8.324000358581543,71.99400329589844,73.7760009765625,2024-06-17T14:24:29.281Z
Line_5_stairs_down_13,e384f534f12c984588d8868e,467,901,-1,-5.6610002517700195,12.543000221252441,-38.573001861572266,52.12000274658203,80.0570068359375,-46.55800247192383,-8.324000358581543,64.38500213623047,74.48400115966797,2024-06-17T14:26:25.723Z
Line_5_stairs_down_13,e384f534f12c984588d8868e,572,901,-1,0.33800002932548523,13.267000198364258,-31.149002075195312,52.12000274658203,80.0570068359375,-38.733001708984375,-8.324000358581543,65.95500183105469,79.68600463867188,2024-06-17T14:26:25.723Z
Line_5_stairs_down_14,e384f534f12c984588d8868e,987,761,-1,-8.785000801086426,24.123001098632812,-44.8380012512207,52.12000274658203,80.0560073852539,-52.25700378417969,-8.322999954223633,75.552001953125,71.88300323486328,2024-06-17T14:29:18.918Z
Line_5_stairs_down_14,e384f534f12c984588d8868e,987,656,-1,1.0530000925064087,17.60700035095215,-36.01900100708008,52.12000274658203,80.0580062866211,-44.93400192260742,-8.324000358581543,70.83300018310547,80.77100372314453,2024-06-17T14:29:18.918Z
Line_5_stairs_down_14,e384f534f12c984588d8868e,1047,656,-1,-3.7300002574920654,18.042001724243164,-37.802001953125,52.12000274658203,80.0570068359375,-48.586002349853516,-8.324000358581543,68.59200286865234,73.66600036621094,2024-06-17T14:29:18.918Z
Line_5_stairs_down_14,e384f534f12c984588d8868e,1047,551,-1,-6.621000289916992,17.832000732421875,-35.61800003051758,52.12000274658203,80.0570068359375,-43.941001892089844,-8.322999954223633,69.9520034790039,73.43600463867188,2024-06-17T14:29:18.918Z
Line_5_stairs_down_15,e384f534f12c984588d8868e,1047,461,-1,-1.4170000553131104,16.760000228881836,-31.29400062561035,52.12000274658203,80.0570068359375,-38.32500076293945,-8.324000358581543,69.34000396728516,78.59700012207031,2024-06-17T14:31:19.802Z
Line_5_stairs_down_15,e384f534f12c984588d8868e,1047,336,-1,5.391000270843506,22.28700065612793,-25.806001663208008,52.12000274658203,80.0570068359375,-34.9890022277832,-8.324000358581543,74.19800567626953,87.42300415039062,2024-06-17T14:31:19.802Z
Line_5_stairs_down_15,e384f534f12c984588d8868e,997,336,-1,6.39900016784668,21.37700080871582,-26.641000747680664,52.12000274658203,80.0580062866211,-34.96500015258789,-8.324000358581543,73.49700164794922,86.45700073242188,2024-06-17T14:31:19.802Z
Line_5_stairs_down_15,e384f534f12c984588d8868e,997,371,-1,-7.607000350952148,12.839000701904297,-15.313000679016113,52.12000274658203,80.0570068359375,-23.636001586914062,-8.322999954223633,64.95899963378906,72.45000457763672,2024-06-17T14:31:19.802Z
Line_5_stairs_down_16,e384f534f12c984588d8868e,997,451,-1,6.770000457763672,16.97300148010254,-30.399002075195312,52.12000274658203,80.0580062866211,-39.96800231933594,-8.324000358581543,67.52300262451172,87.87100219726562,2024-06-17T14:32:47.722Z
Line_5_stairs_down_16,e384f534f12c984588d8868e,967,451,-1,2.3490002155303955,17.881999969482422,-26.516000747680664,52.12000274658203,80.0570068359375,-34.84000015258789,-8.324000358581543,70.00200653076172,82.406005859375,2024-06-17T14:32:47.722Z
Line_5_stairs_down_17,e384f534f12c984588d8868e,967,361,0,-20.1510009765625,10.290000915527344,-21.92300033569336,52.12000274658203,80.0570068359375,-30.24700164794922,-8.324000358581543,62.410003662109375,59.906002044677734,2024-06-17T14:33:50.566Z
Line_5_stairs_down_17,e384f534f12c984588d8868e,967,346,0,-4.0370001792907715,9.855000495910645,-23.92500114440918,52.12000274658203,80.0570068359375,-31.632001876831055,-8.322999954223633,62.871002197265625,74.89600372314453,2024-06-17T14:33:50.566Z
llastboundary,e384f534f12c984588d8868e,35,1181,-1,3.082000255584717,28.378002166748047,-18.082000732421875,39.663002014160156,70.31100463867188,-33.92000198364258,-15.838000297546387,68.04100036621094,73.39300537109375,2024-06-17T17:02:26.517Z
llastboundary,e384f534f12c984588d8868e,35,1111,-1,30.744001388549805,30.65300178527832,-35.12300109863281,39.663002014160156,70.31100463867188,-52.048004150390625,-15.838000297546387,70.22000122070312,101.69800567626953,2024-06-17T17:02:26.517Z
llastboundary,e384f534f12c984588d8868e,35,886,-1,11.291000366210938,20.69300079345703,-41.0260009765625,39.66400146484375,70.31200408935547,-56.6510009765625,-15.838000297546387,60.52700424194336,82.1820068359375,2024-06-17T17:02:26.517Z
llastboundary,e384f534f12c984588d8868e,35,586,-1,13.37600040435791,24.020000457763672,-30.113000869750977,39.663002014160156,70.31200408935547,-44.74400329589844,-15.838000297546387,63.5780029296875,83.69600677490234,2024-06-17T17:02:26.517Z
llastbounda_3ry,e384f534f12c984588d8868e,35,546,-1,6.414000511169434,24.658000946044922,-22.731000900268555,39.663002014160156,70.31100463867188,-38.569000244140625,-15.838000297546387,64.32100677490234,76.72500610351562,2024-06-17T17:04:37.399Z
llastbounda_3ry,e384f534f12c984588d8868e,135,521,-1,3.81000018119812,32.57600021362305,-28.192001342773438,39.663002014160156,70.31200408935547,-44.03000259399414,-15.838000297546387,72.23900604248047,74.12200164794922,2024-06-17T17:04:37.399Z
llastbounda_3ry,e384f534f12c984588d8868e,35,381,-1,4.663000106811523,24.865001678466797,-28.86600112915039,39.663002014160156,70.31100463867188,-45.02900314331055,-15.838000297546387,64.52300262451172,75.63899993896484,2024-06-17T17:04:37.399Z
llastbounda_3ry,e384f534f12c984588d8868e,35,316,-1,-1.1680001020431519,23.31800079345703,-27.295001983642578,39.663002014160156,70.31100463867188,-42.51400375366211,-15.838000297546387,64.0570068359375,70.8280029296875,2024-06-17T17:04:37.399Z
llastbounda_3r55y,e384f534f12c984588d8868e,175,316,-1,-0.34200000762939453,35.323001861572266,-12.468000411987305,39.663002014160156,70.31100463867188,-28.3070011138916,-15.839000701904297,74.98600006103516,69.96900177001953,2024-06-17T17:05:54.981Z
llastbounda_3r55y,e384f534f12c984588d8868e,315,316,-1,13.519001007080078,29.066001892089844,-26.378002166748047,39.663002014160156,70.31100463867188,-42.44600296020508,-15.838000297546387,68.81900024414062,81.6030044555664,2024-06-17T17:05:54.981Z
